场景名称,节点名称,答案
一次性工伤医疗补助金,1+13对应地市办理方式,"[answer]
execut:city=省级 THEN answer="" 省本级一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585""
execut:city=常州 THEN answer="" 常州市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer="" 苏州市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer=""宿迁市一次性工伤医疗补助金办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
专业技术人员资格考试违纪行为处理,特别严重违纪行为给予的处罚,专业技术人员资格考试特别严重违纪行为给予的处罚：专业技术人员资格考试特别严重违纪行为给予其当次全部科目考试成绩无效的处理，并将其违纪违规行为记入专业技术人员资格考试诚信档案库，长期记录。请问您还要咨询专业技术人员资格考试过程中哪些属于特别严重违纪违规的行为吗？
专业技术人员资格考试违纪行为处理,严重违纪行为给予的处罚,专业技术人员资格考试严重违纪行为给予的处罚：专业技术人员资格考试严重违纪行为给予其当次全部科目考试成绩无效的处理，并将其违纪违规行为记入专业技术人员资格考试诚信档案库，记录期限为五年。请问您还要咨询专业技术人员资格考试过程中哪些属于严重违纪违规的行为吗？
专业技术人员资格考试违纪行为处理,考试过程中违纪违规行为,"专业技术人员资格考试过程中属于严重违纪违规的行为：            1、抄袭、协助他人抄袭试题答案或者与考试内容相关资料的；2、互相传递试卷、答题纸、答题卡、草稿纸等的；3、持伪造证件参加考试的；4、本人离开考场后，在考试结束前，传播考试试题及答案的；5、使用禁止带入考场的通讯工具、规定以外的电子用品的；6、其他应当给予当次全部科目考试成绩无效处理的严重违纪违规行为。
"
专业技术人员资格考试违纪行为处理,考试过程中特别严重违纪违规,"专业技术人员资格考试过程中属于特别严重违纪违规的行为：       1、串通作弊或者参与有组织作弊的；2、代替他人或者让他人代替自己参加考试的；3、其他情节特别严重、影响恶劣的违纪违规行为。
"
个人就业见习岗位申请,个人参加就业见习的报名材料,个人参加就业见习需要提交的材料：1.见习人员身份证或港澳台居民来往内地通行证。2.见习人员为高校毕业生的，提交毕业证书或毕业生推荐表。3.见习人员为失业青年的，提供就业创业证失业状态。
个人就业见习岗位申请,个人参加就业见习的报名对象条件,毕业后两年内未就业的全日制普通高校毕业生、离毕业时间不足三个月（见习期为6个月的可向前延伸到离毕业时间不足六个月）尚未落实工作单位的全日制普通高校学生和16-24岁登记失业青年。
个人就业见习岗位申请,线下报名流程,1.见习基地线下见习招聘会确认录用见习人员；2.见习人员线上申请；3.见习基地确认后向个人发送见习协议；4.个人确认并签订见习协议；5.经人社部门审核确认资格后，参加见习。
个人就业见习岗位申请,参加就业见习的报名流程,请问您要咨询的是线上报名流程还是线下报名流程？
个人就业见习岗位申请,线上报名流程,1.个人在线申请；2.见习基地确认后向个人发送见习协议；3.个人确认并签订见习协议；4.经人社部门审核确认资格后，参加见习。
人事考试应试人员违纪违规行为的认定与处理,申诉1,可向考试所在地区人力资源和社会保障局申诉。
人事考试应试人员违纪违规行为的认定与处理,情形2,报考者在公务员录用考试中一般违纪的情形：（一）将规定以外的物品带入考场且未按要求放在指定位置，经提醒仍不改正的；（二）未在指定座位参加考试，或者未经工作人员允许擅自离开座位或者考场，经提醒仍不改正的；（三）经提醒仍不按规定填写（填涂）本人信息的；（四）将试卷、答题纸、答题卡带出考场，或者故意损毁试卷、答题纸、答题卡的；（五）在试卷、答题纸、答题卡规定以外位置标注本人信息或者其他特殊标记的；（六）在考试开始信号发出前答题的，或者在考试结束信号发出后继续答题的；（七）其他应给予当次该科目（场次）考试成绩无效处理的违纪违规行为。
人事考试应试人员违纪违规行为的认定与处理,专业技术人员资格考试,请问您想咨询的是专业技术人员资格考试中一般违纪的情形、处理、流程还是申诉？
人事考试应试人员违纪违规行为的认定与处理,申诉2,可向考试所在地区人力资源和社会保障局申诉。
人事考试应试人员违纪违规行为的认定与处理,申诉3,可向考试所在地区人力资源和社会保障局申诉。
人事考试应试人员违纪违规行为的认定与处理,事业单位公开招聘考试,请问您想咨询的是事业单位公开招聘考试中一般违纪的情形、处理还是申诉？
人事考试应试人员违纪违规行为的认定与处理,处理3,应试人员在考试过程中有一般违纪行为的，给予其当次该科目考试成绩无效的处理。
人事考试应试人员违纪违规行为的认定与处理,公务员录用考试,请问您想咨询的是公务员录用考试中一般违纪的情形、处理还是申诉？
人事考试应试人员违纪违规行为的认定与处理,处理2,报考者在公务员录用考试中一般违纪的，由具体组织实施考试的考试机构、招录机关或者公务员主管部门给予其当次该科目（场次）考试成绩无效的处理。
人事考试应试人员违纪违规行为的认定与处理,情形3,应试人员在专业技术人员资格考试中一般违纪的情形：（一）携带通讯工具、规定以外的电子用品或者与考试内容相关的资料进入座位，经提醒仍不改正的；（二）经提醒仍不按规定书写、填涂本人身份和考试信息的；（三） 在试卷、答题纸、答题卡规定以外位置标注本人信息或者其他特殊标记的；（四）未在规定座位参加考试，或者未经考试工作人员允许擅自离开座位或者考场，经提醒仍不改正的；（五）未用规定的纸、笔作答，或者试卷前后作答笔迹不一致的；（六）在考试开始信号发出前答题，或者在考试结束信号发出后继续答题的；（七）将试卷、答题卡、答题纸带出考场的；（八）故意损坏试卷、答题纸、答题卡、电子化系统设施的；（九）未按规定使用考试系统，经提醒仍不改正的；（十）其他应当给予当次该科目考试成绩无效处理的违纪违规行为。
